Latitude,Longitude,Sample Date
-34.329722,18.990278,2013-10-24
-34.329722,18.990278,2013-11-20
-34.329722,18.990278,2014-01-23
-34.329722,18.990278,2014-02-13
-34.329722,18.990278,2014-04-10
-34.329722,18.990278,2014-05-22
-34.329722,18.990278,2014-07-31
-34.329722,18.990278,2014-09-04
-34.329722,18.990278,2014-10-02
-34.329722,18.990278,2014-10-30
-34.329722,18.990278,2014-12-04
-34.329722,18.990278,2015-01-29
-34.329722,18.990278,2015-02-26
-34.329722,18.990278,2015-03-26
-34.329722,18.990278,2015-04-23
-34.329722,18.990278,2015-05-21
-34.329722,18.990278,2015-06-25
-34.329722,18.990278,2015-07-23
-34.329722,18.990278,2015-08-27
-34.329722,18.990278,2015-10-01
-34.329722,18.990278,2015-10-29
-34.329722,18.990278,2015-12-03
-34.250556,20.9925,2011-01-11
-34.250556,20.9925,2011-02-17
-34.250556,20.9925,2011-05-25
-34.250556,20.9925,2011-07-14
-34.250556,20.9925,2011-08-11
-34.250556,20.9925,2011-09-14
-34.250556,20.9925,2011-10-13
-34.250556,20.9925,2012-02-17
-34.250556,20.9925,2012-04-11
-34.250556,20.9925,2012-06-05
-34.250556,20.9925,2012-07-11
-34.250556,20.9925,2012-08-14
-34.250556,20.9925,2012-10-16
-34.250556,20.9925,2012-11-16
-34.250556,20.9925,2012-12-12
-34.250556,20.9925,2013-01-11
-34.250556,20.9925,2013-02-20
-34.250556,20.9925,2013-03-13
-34.250556,20.9925,2013-04-17
-34.250556,20.9925,2013-05-21
-34.250556,20.9925,2013-06-20
-34.250556,20.9925,2013-08-21
-34.250556,20.9925,2013-09-19
-34.250556,20.9925,2013-10-17
-34.250556,20.9925,2013-11-20
-34.250556,20.9925,2013-12-05
-34.250556,20.9925,2014-04-15
-34.250556,20.9925,2014-05-20
-34.250556,20.9925,2014-06-19
-34.250556,20.9925,2014-07-15
-34.250556,20.9925,2014-09-25
-34.250556,20.9925,2014-10-22
-34.250556,20.9925,2014-11-26
-34.250556,20.9925,2014-12-18
-34.250556,20.9925,2015-02-19
-34.250556,20.9925,2015-03-12
-34.250556,20.9925,2015-04-16
-34.250556,20.9925,2015-05-21
-34.250556,20.9925,2015-06-18
-34.250556,20.9925,2015-07-22
-34.250556,20.9925,2015-09-16
-34.250556,20.9925,2015-10-21
-34.250556,20.9925,2015-11-18
-34.250556,20.9925,2015-12-11
-34.092222,21.295278,2011-01-26
-34.092222,21.295278,2011-05-24
-34.092222,21.295278,2011-06-22
-34.092222,21.295278,2011-07-20
-34.092222,21.295278,2011-08-17
-34.092222,21.295278,2011-09-27
-34.092222,21.295278,2011-10-25
-34.092222,21.295278,2011-11-29
-34.092222,21.295278,2012-04-18
-34.092222,21.295278,2012-05-16
-34.092222,21.295278,2012-06-12
-34.092222,21.295278,2012-07-05
-34.092222,21.295278,2012-10-03
-34.092222,21.295278,2012-11-06
-34.092222,21.295278,2012-12-04
-34.092222,21.295278,2013-02-28
-34.092222,21.295278,2013-04-10
-34.092222,21.295278,2013-05-15
-34.092222,21.295278,2013-06-12
-34.092222,21.295278,2013-07-10
-34.092222,21.295278,2013-08-14
-34.092222,21.295278,2013-09-11
-34.092222,21.295278,2013-10-08
-34.092222,21.295278,2013-11-05
-34.092222,21.295278,2013-12-05
-34.092222,21.295278,2014-01-07
-34.092222,21.295278,2014-03-11
-34.092222,21.295278,2014-04-10
-34.092222,21.295278,2014-05-13
-34.092222,21.295278,2014-06-10
-34.092222,21.295278,2014-07-08
-34.092222,21.295278,2014-10-15
-34.092222,21.295278,2014-11-11
-34.092222,21.295278,2014-12-02
-34.092222,21.295278,2015-04-15
-34.092222,21.295278,2015-05-19
-34.092222,21.295278,2015-06-17
-34.092222,21.295278,2015-07-21
-34.092222,21.295278,2015-08-18
-34.092222,21.295278,2015-09-15
-34.092222,21.295278,2015-10-20
-34.092222,21.295278,2015-11-17
-34.092222,21.295278,2015-12-09
-34.075556,20.145556,2011-01-26
-34.075556,20.145556,2011-02-23
-34.075556,20.145556,2011-03-30
-34.075556,20.145556,2011-05-25
-34.075556,20.145556,2011-06-28
-34.075556,20.145556,2011-07-27
-34.075556,20.145556,2011-08-24
-34.075556,20.145556,2011-09-21
-34.075556,20.145556,2011-10-19
-34.075556,20.145556,2011-11-16
-34.075556,20.145556,2012-01-12
-34.075556,20.145556,2012-02-01
-34.075556,20.145556,2012-02-29
-34.075556,20.145556,2012-03-27
-34.075556,20.145556,2012-04-25
-34.075556,20.145556,2012-05-22
-34.075556,20.145556,2012-06-12
-34.075556,20.145556,2012-07-10
-34.075556,20.145556,2012-08-07
-34.075556,20.145556,2012-09-04
-34.075556,20.145556,2012-10-02
-34.075556,20.145556,2012-11-06
-34.075556,20.145556,2012-11-27
-34.075556,20.145556,2013-01-15
-34.075556,20.145556,2013-02-12
-34.075556,20.145556,2013-03-12
-34.075556,20.145556,2013-04-09
-34.075556,20.145556,2013-05-07
-34.075556,20.145556,2013-06-04
-34.075556,20.145556,2013-07-02
-34.075556,20.145556,2013-07-30
-34.075556,20.145556,2013-08-29
-34.075556,20.145556,2013-09-23
-34.075556,20.145556,2013-10-22
-34.075556,20.145556,2013-11-19
-34.075556,20.145556,2014-01-14
-34.075556,20.145556,2014-02-18
-34.075556,20.145556,2014-04-01
-34.075556,20.145556,2014-05-13
-34.075556,20.145556,2014-06-10
-34.075556,20.145556,2014-07-15
-34.075556,20.145556,2014-08-26
-34.075556,20.145556,2014-09-23
-34.075556,20.145556,2014-10-21
-34.075556,20.145556,2014-11-25
-34.075556,20.145556,2015-01-20
-34.075556,20.145556,2015-02-17
-34.075556,20.145556,2015-03-17
-34.075556,20.145556,2015-04-14
-34.075556,20.145556,2015-05-12
-34.075556,20.145556,2015-06-09
-34.075556,20.145556,2015-09-15
-34.075556,20.145556,2015-11-24
-34.065833,20.404167,2011-01-26
-34.065833,20.404167,2011-02-23
-34.065833,20.404167,2011-03-30
-34.065833,20.404167,2011-04-27
-34.065833,20.404167,2011-05-25
-34.065833,20.404167,2011-07-27
-34.065833,20.404167,2011-08-24
-34.065833,20.404167,2011-09-21
-34.065833,20.404167,2011-10-25
-34.065833,20.404167,2011-11-16
-34.065833,20.404167,2012-01-10
-34.065833,20.404167,2012-02-01
-34.065833,20.404167,2012-02-29
-34.065833,20.404167,2012-04-03
-34.065833,20.404167,2012-05-01
-34.065833,20.404167,2012-05-22
-34.065833,20.404167,2012-06-19
-34.065833,20.404167,2012-07-17
-34.065833,20.404167,2012-08-12
-34.065833,20.404167,2012-09-11
-34.065833,20.404167,2012-10-09
-34.065833,20.404167,2012-11-06
-34.065833,20.404167,2012-11-27
-34.065833,20.404167,2013-01-15
-34.065833,20.404167,2013-02-12
-34.065833,20.404167,2013-03-12
-34.065833,20.404167,2013-04-09
-34.065833,20.404167,2013-05-07
-34.065833,20.404167,2013-06-04
-34.065833,20.404167,2013-07-02
-34.065833,20.404167,2013-07-30
-34.065833,20.404167,2013-08-27
-34.065833,20.404167,2013-09-24
-34.065833,20.404167,2013-10-22
-34.065833,20.404167,2013-11-19
-34.065833,20.404167,2014-01-21
-34.065833,20.404167,2014-02-11
-34.065833,20.404167,2014-03-11
-34.065833,20.404167,2014-04-08
-34.065833,20.404167,2014-05-20
-34.065833,20.404167,2014-06-24
-34.065833,20.404167,2014-07-29
-34.065833,20.404167,2014-09-02
-34.065833,20.404167,2014-09-30
-34.065833,20.404167,2014-10-28
-34.065833,20.404167,2014-12-02
-34.065833,20.404167,2015-01-27
-34.065833,20.404167,2015-02-24
-34.065833,20.404167,2015-03-24
-34.065833,20.404167,2015-04-21
-34.065833,20.404167,2015-05-19
-34.065833,20.404167,2015-06-23
-34.065833,20.404167,2015-07-21
-34.065833,20.404167,2015-08-25
-34.065833,20.404167,2015-09-29
-34.065833,20.404167,2015-10-27
-34.065833,20.404167,2015-12-01
-34.039722,22.133333,2011-01-19
-34.039722,22.133333,2011-02-10
-34.039722,22.133333,2011-03-11
-34.039722,22.133333,2011-04-18
-34.039722,22.133333,2011-05-16
-34.039722,22.133333,2011-06-21
-34.039722,22.133333,2011-07-12
-34.039722,22.133333,2011-08-10
-34.039722,22.133333,2011-09-06
-34.039722,22.133333,2011-10-13
-34.039722,22.133333,2011-11-15
-34.039722,22.133333,2012-01-26
-34.039722,22.133333,2012-02-24
-34.039722,22.133333,2012-03-27
-34.039722,22.133333,2012-05-24
-34.039722,22.133333,2012-06-26
-34.039722,22.133333,2012-09-19
-34.039722,22.133333,2012-10-10
-34.039722,22.133333,2012-11-20
-34.039722,22.133333,2012-12-05
-34.039722,22.133333,2013-01-22
-34.039722,22.133333,2013-03-06
-34.039722,22.133333,2013-05-08
-34.039722,22.133333,2013-06-04
-34.039722,22.133333,2013-07-03
-34.039722,22.133333,2013-08-13
-34.039722,22.133333,2013-09-04
-34.039722,22.133333,2013-10-02
-34.039722,22.133333,2013-11-15
-34.039722,22.133333,2013-12-04
-34.039722,22.133333,2014-01-21
-34.039722,22.133333,2014-02-14
-34.039722,22.133333,2014-03-04
-34.039722,22.133333,2014-04-02
-34.039722,22.133333,2014-05-03
-34.039722,22.133333,2014-05-08
-34.039722,22.133333,2014-07-01
-34.039722,22.133333,2014-08-05
-34.039722,22.133333,2014-09-02
-34.039722,22.133333,2014-10-07
-34.039722,22.133333,2014-11-04
-34.039722,22.133333,2014-12-03
-34.039722,22.133333,2015-02-10
-34.039722,22.133333,2015-03-03
-34.039722,22.133333,2015-04-08
-34.039722,22.133333,2015-05-05
-34.039722,22.133333,2015-06-02
-34.039722,22.133333,2015-07-08
-34.039722,22.133333,2015-08-04
-34.039722,22.133333,2015-10-06
-34.039722,22.133333,2015-12-01
-34.031944,22.053333,2011-01-19
-34.031944,22.053333,2011-02-10
-34.031944,22.053333,2011-03-16
-34.031944,22.053333,2011-04-15
-34.031944,22.053333,2011-05-16
-34.031944,22.053333,2011-06-14
-34.031944,22.053333,2011-09-08
-34.031944,22.053333,2011-10-13
-34.031944,22.053333,2011-11-15
-34.031944,22.053333,2012-01-26
-34.031944,22.053333,2012-02-24
-34.031944,22.053333,2012-03-27
-34.031944,22.053333,2012-05-24
-34.031944,22.053333,2012-06-27
-34.031944,22.053333,2012-08-23
-34.031944,22.053333,2012-10-10
-34.031944,22.053333,2012-11-20
-34.031944,22.053333,2013-01-22
-34.031944,22.053333,2013-02-05
-34.031944,22.053333,2013-03-06
-34.031944,22.053333,2013-04-03
-34.031944,22.053333,2013-06-04
-34.031944,22.053333,2013-07-02
-34.031944,22.053333,2013-09-04
-34.031944,22.053333,2013-10-01
-34.031944,22.053333,2013-11-15
-34.031944,22.053333,2013-12-13
-34.031944,22.053333,2014-01-21
-34.031944,22.053333,2014-02-13
-34.031944,22.053333,2014-03-06
-34.031944,22.053333,2014-04-02
-34.031944,22.053333,2014-05-03
-34.031944,22.053333,2014-05-08
-34.031944,22.053333,2014-07-01
-34.031944,22.053333,2014-08-05
-34.031944,22.053333,2014-09-02
-34.031944,22.053333,2014-10-07
-34.031944,22.053333,2014-12-04
-34.031944,22.053333,2015-02-23
-34.031944,22.053333,2015-03-03
-34.031944,22.053333,2015-04-08
-34.031944,22.053333,2015-05-05
-34.031944,22.053333,2015-06-02
-34.031944,22.053333,2015-07-07
-34.031944,22.053333,2015-08-04
-34.031944,22.053333,2015-09-02
-34.031944,22.053333,2015-10-06
-34.031944,22.053333,2015-11-03
-34.031944,22.053333,2015-12-01
-34.02861,22.22222,2011-01-20
-34.02861,22.22222,2011-03-17
-34.02861,22.22222,2011-04-19
-34.02861,22.22222,2011-05-19
-34.02861,22.22222,2011-06-14
-34.02861,22.22222,2011-07-13
-34.02861,22.22222,2011-09-07
-34.02861,22.22222,2011-10-12
-34.02861,22.22222,2011-10-14
-34.02861,22.22222,2011-11-16
-34.02861,22.22222,2012-01-26
-34.02861,22.22222,2012-03-28
-34.02861,22.22222,2012-04-24
-34.02861,22.22222,2012-06-26
-34.02861,22.22222,2012-07-18
-34.02861,22.22222,2012-08-23
-34.02861,22.22222,2012-10-11
-34.02861,22.22222,2012-11-21
-34.02861,22.22222,2012-12-06
-34.02861,22.22222,2013-01-07
-34.02861,22.22222,2013-01-28
-34.02861,22.22222,2013-02-06
-34.02861,22.22222,2013-03-07
-34.02861,22.22222,2013-04-05
-34.02861,22.22222,2013-05-07
-34.02861,22.22222,2013-06-05
-34.02861,22.22222,2013-07-03
-34.02861,22.22222,2013-08-13
-34.02861,22.22222,2013-09-05
-34.02861,22.22222,2013-10-02
-34.02861,22.22222,2013-11-13
-34.02861,22.22222,2013-12-13
-34.02861,22.22222,2014-01-22
-34.02861,22.22222,2014-02-14
-34.02861,22.22222,2014-03-05
-34.02861,22.22222,2014-04-03
-34.02861,22.22222,2014-05-08
-34.02861,22.22222,2014-06-04
-34.02861,22.22222,2014-10-08
-34.02861,22.22222,2014-11-05
-34.02861,22.22222,2014-12-03
-34.02861,22.22222,2015-01-12
-34.02861,22.22222,2015-01-29
-34.02861,22.22222,2015-03-04
-34.02861,22.22222,2015-04-10
-34.02861,22.22222,2015-05-07
-34.02861,22.22222,2015-06-02
-34.02861,22.22222,2015-07-08
-34.02861,22.22222,2015-08-05
-34.02861,22.22222,2015-10-07
-34.02861,22.22222,2015-11-04
-34.02861,22.22222,2015-12-02
-34.005833,22.351111,2011-01-21
-34.005833,22.351111,2011-02-11
-34.005833,22.351111,2011-03-17
-34.005833,22.351111,2011-04-19
-34.005833,22.351111,2011-05-17
-34.005833,22.351111,2011-06-21
-34.005833,22.351111,2011-07-12
-34.005833,22.351111,2011-10-12
-34.005833,22.351111,2011-11-16
-34.005833,22.351111,2012-04-26
-34.005833,22.351111,2012-05-23
-34.005833,22.351111,2012-06-26
-34.005833,22.351111,2012-07-18
-34.005833,22.351111,2012-09-19
-34.005833,22.351111,2012-10-10
-34.005833,22.351111,2012-11-21
-34.005833,22.351111,2012-12-10
-34.005833,22.351111,2013-01-29
-34.005833,22.351111,2013-03-08
-34.005833,22.351111,2013-04-05
-34.005833,22.351111,2013-05-09
-34.005833,22.351111,2013-06-06
-34.005833,22.351111,2013-07-04
-34.005833,22.351111,2013-08-06
-34.005833,22.351111,2013-09-09
-34.005833,22.351111,2013-10-01
-34.005833,22.351111,2013-11-13
-34.005833,22.351111,2013-12-04
-34.005833,22.351111,2014-01-22
-34.005833,22.351111,2014-02-20
-34.005833,22.351111,2014-03-07
-34.005833,22.351111,2014-04-03
-34.005833,22.351111,2014-05-08
-34.005833,22.351111,2014-06-04
-34.005833,22.351111,2014-07-03
-34.005833,22.351111,2014-08-06
-34.005833,22.351111,2014-09-05
-34.005833,22.351111,2014-10-09
-34.005833,22.351111,2014-11-04
-34.005833,22.351111,2014-12-03
-34.005833,22.351111,2015-02-11
-34.005833,22.351111,2015-03-05
-34.005833,22.351111,2015-04-10
-34.005833,22.351111,2015-05-06
-34.005833,22.351111,2015-06-04
-34.005833,22.351111,2015-07-09
-34.005833,22.351111,2015-09-01
-34.005833,22.351111,2015-10-07
-34.005833,22.351111,2015-11-04
-34.005833,22.351111,2015-12-02
-33.980556,21.653333,2011-02-23
-33.980556,21.653333,2011-04-06
-33.980556,21.653333,2011-05-24
-33.980556,21.653333,2011-08-17
-33.980556,21.653333,2011-09-27
-33.980556,21.653333,2011-10-25
-33.980556,21.653333,2011-11-29
-33.980556,21.653333,2012-02-15
-33.980556,21.653333,2012-04-18
-33.980556,21.653333,2012-05-16
-33.980556,21.653333,2012-06-12
-33.980556,21.653333,2012-07-05
-33.980556,21.653333,2012-08-07
-33.980556,21.653333,2012-09-05
-33.980556,21.653333,2012-10-03
-33.980556,21.653333,2012-11-06
-33.980556,21.653333,2012-12-03
-33.980556,21.653333,2013-01-29
-33.980556,21.653333,2013-02-28
-33.980556,21.653333,2013-03-10
-33.980556,21.653333,2013-03-19
-33.980556,21.653333,2013-05-15
-33.980556,21.653333,2013-06-12
-33.980556,21.653333,2013-07-18
-33.980556,21.653333,2013-08-14
-33.980556,21.653333,2013-09-11
-33.980556,21.653333,2013-10-08
-33.980556,21.653333,2013-11-05
-33.980556,21.653333,2013-12-05
-33.980556,21.653333,2014-01-07
-33.980556,21.653333,2014-02-18
-33.980556,21.653333,2014-03-11
-33.980556,21.653333,2014-04-10
-33.980556,21.653333,2014-05-13
-33.980556,21.653333,2014-06-10
-33.980556,21.653333,2014-07-08
-33.980556,21.653333,2014-08-21
-33.980556,21.653333,2014-09-11
-33.980556,21.653333,2014-10-14
-33.980556,21.653333,2014-11-11
-33.980556,21.653333,2014-12-02
-33.980556,21.653333,2015-01-15
-33.980556,21.653333,2015-02-17
-33.980556,21.653333,2015-03-10
-33.980556,21.653333,2015-04-14
-33.980556,21.653333,2015-05-19
-33.980556,21.653333,2015-07-21
-33.980556,21.653333,2015-08-18
-33.980556,21.653333,2015-09-15
-33.980556,21.653333,2015-10-20
-33.980556,21.653333,2015-11-17
-33.980556,21.653333,2015-12-09
-33.970833,22.548333,2011-01-20
-33.970833,22.548333,2011-02-28
-33.970833,22.548333,2011-04-04
-33.970833,22.548333,2011-05-03
-33.970833,22.548333,2011-07-05
-33.970833,22.548333,2011-08-31
-33.970833,22.548333,2011-09-14
-33.970833,22.548333,2011-10-11
-33.970833,22.548333,2011-11-25
-33.970833,22.548333,2012-01-20
-33.970833,22.548333,2012-03-20
-33.970833,22.548333,2012-05-17
-33.970833,22.548333,2012-07-09
-33.970833,22.548333,2012-08-17
-33.970833,22.548333,2012-09-19
-33.970833,22.548333,2012-10-17
-33.970833,22.548333,2012-11-23
-33.970833,22.548333,2012-12-13
-33.970833,22.548333,2013-01-30
-33.970833,22.548333,2013-02-13
-33.970833,22.548333,2013-04-16
-33.970833,22.548333,2013-06-19
-33.970833,22.548333,2013-07-19
-33.970833,22.548333,2013-08-21
-33.970833,22.548333,2013-09-20
-33.970833,22.548333,2013-10-17
-33.970833,22.548333,2013-11-05
-33.970833,22.548333,2013-11-08
-33.970833,22.548333,2014-01-15
-33.970833,22.548333,2014-03-05
-33.970833,22.548333,2014-04-02
-33.970833,22.548333,2014-05-08
-33.970833,22.548333,2014-06-05
-33.970833,22.548333,2014-07-09
-33.970833,22.548333,2014-08-06
-33.970833,22.548333,2014-09-03
-33.970833,22.548333,2014-10-08
-33.970833,22.548333,2015-01-07
-33.970833,22.548333,2015-02-04
-33.970833,22.548333,2015-03-05
-33.970833,22.548333,2015-04-08
-33.970833,22.548333,2015-05-07
-33.970833,22.548333,2015-06-02
-33.970833,22.548333,2015-07-08
-33.970833,22.548333,2015-08-05
-33.970833,22.548333,2015-09-02
-33.970833,22.548333,2015-10-06
-33.970833,22.548333,2015-11-04
-33.970833,22.548333,2015-12-03
-33.897778,20.012778,2011-01-25
-33.897778,20.012778,2011-02-23
-33.897778,20.012778,2011-03-31
-33.897778,20.012778,2011-04-28
-33.897778,20.012778,2011-05-26
-33.897778,20.012778,2011-06-30
-33.897778,20.012778,2011-08-25
-33.897778,20.012778,2011-09-22
-33.897778,20.012778,2011-10-26
-33.897778,20.012778,2011-11-17
-33.897778,20.012778,2012-01-12
-33.897778,20.012778,2012-03-01
-33.897778,20.012778,2012-04-02
-33.897778,20.012778,2012-05-01
-33.897778,20.012778,2012-05-22
-33.897778,20.012778,2012-06-19
-33.897778,20.012778,2012-07-16
-33.897778,20.012778,2012-08-14
-33.897778,20.012778,2012-09-11
-33.897778,20.012778,2012-10-08
-33.897778,20.012778,2012-11-05
-33.897778,20.012778,2012-11-26
-33.897778,20.012778,2013-01-18
-33.897778,20.012778,2013-02-13
-33.897778,20.012778,2013-04-11
-33.897778,20.012778,2013-05-08
-33.897778,20.012778,2013-08-01
-33.897778,20.012778,2013-08-29
-33.897778,20.012778,2013-10-23
-33.897778,20.012778,2013-11-21
-33.897778,20.012778,2014-01-23
-33.897778,20.012778,2014-02-13
-33.897778,20.012778,2014-03-13
-33.897778,20.012778,2014-04-10
-33.897778,20.012778,2014-05-22
-33.897778,20.012778,2014-06-26
-33.897778,20.012778,2014-07-31
-33.897778,20.012778,2014-09-04
-33.897778,20.012778,2014-10-02
-33.897778,20.012778,2014-10-30
-33.897778,20.012778,2014-12-04
-33.897778,20.012778,2015-02-26
-33.897778,20.012778,2015-03-26
-33.897778,20.012778,2015-04-23
-33.897778,20.012778,2015-05-21
-33.897778,20.012778,2015-06-25
-33.897778,20.012778,2015-07-23
-33.897778,20.012778,2015-08-27
-33.897778,20.012778,2015-10-01
-33.897778,20.012778,2015-10-29
-33.897778,20.012778,2015-12-03
-33.870833,20.003333,2011-03-31
-33.870833,20.003333,2011-08-23
-33.870833,20.003333,2011-09-20
-33.870833,20.003333,2011-10-26
-33.870833,20.003333,2011-11-16
-33.870833,20.003333,2012-04-02
-33.870833,20.003333,2012-05-01
-33.870833,20.003333,2012-05-22
-33.870833,20.003333,2012-06-19
-33.870833,20.003333,2012-07-17
-33.870833,20.003333,2012-09-10
-33.870833,20.003333,2012-10-08
-33.870833,20.003333,2012-11-05
-33.870833,20.003333,2013-02-06
-33.870833,20.003333,2013-02-12
-33.870833,20.003333,2013-03-11
-33.870833,20.003333,2013-04-08
-33.870833,20.003333,2013-06-03
-33.870833,20.003333,2013-07-03
-33.870833,20.003333,2013-07-29
-33.870833,20.003333,2013-08-29
-33.870833,20.003333,2013-09-23
-33.870833,20.003333,2013-10-21
-33.870833,20.003333,2013-11-18
-33.870833,20.003333,2014-01-20
-33.870833,20.003333,2014-02-10
-33.870833,20.003333,2014-03-10
-33.870833,20.003333,2014-04-07
-33.870833,20.003333,2014-05-19
-33.870833,20.003333,2014-06-26
-33.870833,20.003333,2014-07-31
-33.870833,20.003333,2014-09-04
-33.870833,20.003333,2014-10-02
-33.870833,20.003333,2015-02-26
-33.870833,20.003333,2015-04-27
-33.870833,20.003333,2015-06-25
-33.870833,20.003333,2015-07-23
-33.870833,20.003333,2015-08-27
-33.870833,20.003333,2015-10-29
-33.870833,20.003333,2015-12-03
-33.818056,19.694722,2011-01-25
-33.818056,19.694722,2011-02-22
-33.818056,19.694722,2011-03-30
-33.818056,19.694722,2011-05-25
-33.818056,19.694722,2011-06-28
-33.818056,19.694722,2011-08-24
-33.818056,19.694722,2011-09-21
-33.818056,19.694722,2011-10-18
-33.818056,19.694722,2011-11-16
-33.818056,19.694722,2012-01-11
-33.818056,19.694722,2012-01-31
-33.818056,19.694722,2012-02-28
-33.818056,19.694722,2012-03-26
-33.818056,19.694722,2012-04-23
-33.818056,19.694722,2012-05-21
-33.818056,19.694722,2012-06-11
-33.818056,19.694722,2012-07-09
-33.818056,19.694722,2012-08-06
-33.818056,19.694722,2012-09-03
-33.818056,19.694722,2012-10-01
-33.818056,19.694722,2012-11-05
-33.818056,19.694722,2012-11-26
-33.818056,19.694722,2013-01-14
-33.818056,19.694722,2013-02-11
-33.818056,19.694722,2013-03-11
-33.818056,19.694722,2013-04-08
-33.818056,19.694722,2013-05-06
-33.818056,19.694722,2013-06-03
-33.818056,19.694722,2013-07-29
-33.818056,19.694722,2013-08-26
-33.818056,19.694722,2013-09-23
-33.818056,19.694722,2013-10-21
-33.818056,19.694722,2013-11-18
-33.818056,19.694722,2014-02-17
-33.818056,19.694722,2014-03-31
-33.818056,19.694722,2014-05-12
-33.818056,19.694722,2014-06-09
-33.818056,19.694722,2014-07-14
-33.818056,19.694722,2014-08-25
-33.818056,19.694722,2014-09-22
-33.818056,19.694722,2014-10-20
-33.818056,19.694722,2014-11-24
-33.818056,19.694722,2015-01-19
-33.818056,19.694722,2015-02-02
-33.818056,19.694722,2015-04-13
-33.818056,19.694722,2015-05-11
-33.818056,19.694722,2015-06-08
-33.818056,19.694722,2015-08-18
-33.818056,19.694722,2015-10-19
-33.818056,19.694722,2015-11-24
-33.72266667,18.61691667,2012-05-10
-33.72266667,18.61691667,2012-06-06
-33.72266667,18.61691667,2012-06-26
-33.72266667,18.61691667,2013-04-25
-33.72266667,18.61691667,2014-06-11
-33.72266667,18.61691667,2015-06-11
-33.7075,18.97444444,2011-01-19
-33.7075,18.97444444,2011-02-17
-33.7075,18.97444444,2011-07-21
-33.7075,18.97444444,2011-09-14
-33.7075,18.97444444,2011-10-12
-33.7075,18.97444444,2011-11-10
-33.7075,18.97444444,2011-12-21
-33.7075,18.97444444,2012-01-25
-33.7075,18.97444444,2012-02-22
-33.7075,18.97444444,2012-03-21
-33.7075,18.97444444,2012-04-13
-33.7075,18.97444444,2012-05-10
-33.7075,18.97444444,2012-06-06
-33.7075,18.97444444,2012-06-26
-33.7075,18.97444444,2012-08-20
-33.7075,18.97444444,2012-09-18
-33.7075,18.97444444,2012-10-16
-33.7075,18.97444444,2012-11-15
-33.7075,18.97444444,2012-12-04
-33.7075,18.97444444,2013-01-29
-33.7075,18.97444444,2013-02-26
-33.7075,18.97444444,2013-03-20
-33.7075,18.97444444,2013-04-25
-33.7075,18.97444444,2013-05-22
-33.7075,18.97444444,2013-06-19
-33.7075,18.97444444,2013-07-24
-33.7075,18.97444444,2013-08-21
-33.7075,18.97444444,2013-09-11
-33.7075,18.97444444,2013-10-09
-33.7075,18.97444444,2013-11-06
