Latitude,Longitude,Sample Date,nir,green,red,blue,swir16,swir22,Chlorophyll_Proxy,BSI,SAVI,AWEI_nsh,AWEI_sh,NRI,Turbidity_Index,NDVI,MNDWI,NDMI,NDTI,EVI,NDBI,NBR
-34.405833,19.600556,2013-01-16,,,,,,,,,,,,,,,,,,,,
-34.405833,19.600556,2013-02-13,14875.0,9239.0,9311.0,8368.0,13896.0,11022.0,0.230050442404696,-0.0007750269106566,0.3450685299650617,-52657.25,-14446.5,-0.0038814016172506,1.1126912045888968,0.230050442404696,-0.2012967365463574,0.0340273191755586,0.0038814016172506,1.742671009771965,-0.0340273191755586,0.1487817121674319
-34.405833,19.600556,2013-03-13,14875.0,9239.0,9311.0,8368.0,13896.0,11022.0,0.230050442404696,-0.0007750269106566,0.3450685299650617,-52657.25,-14446.5,-0.0038814016172506,1.1126912045888968,0.230050442404696,-0.2012967365463574,0.0340273191755586,0.0038814016172506,1.742671009771965,-0.0340273191755586,0.1487817121674319
-34.405833,19.600556,2013-04-10,17895.5,9447.0,9357.0,8499.0,13667.0,10610.0,0.3133107054398668,-0.068203203253842,0.4699574358786172,-50531.375,-17879.75,0.0047862156987874,1.1009530533003753,0.3133107054398668,-0.1825733321796306,0.1339722772277223,-0.0047862156987874,2.073256604506585,-0.1339722772277223,0.255582256055848
-34.405833,19.600556,2013-05-08,14964.0,8714.0,8631.0,7948.5,11536.5,9401.0,0.2684043229497764,-0.063718662952646,0.4025979529995109,-40883.75,-12367.5,0.0047852407033727,1.085865257595759,0.2684043229497764,-0.139379274585812,0.1293371823173142,-0.0047852407033727,2.2182913587165616,-0.1293371823173142,0.2283193104863524
-34.405833,19.600556,2013-06-05,15630.5,9161.0,8956.5,8299.5,13397.0,10534.0,0.2714442591613443,-0.034061814685579,0.4071581087951178,-49820.125,-14972.75,0.0112874292810817,1.079161395264762,0.2714442591613443,-0.1877826048408538,0.0769442769787268,-0.0112874292810817,2.3420009123767085,-0.0769442769787268,0.1947868294826953
-34.405833,19.600556,2013-07-03,14875.0,9239.0,9311.0,8368.0,13896.0,11022.0,0.230050442404696,-0.0007750269106566,0.3450685299650617,-52657.25,-14446.5,-0.0038814016172506,1.1126912045888968,0.230050442404696,-0.2012967365463574,0.0340273191755586,0.0038814016172506,1.742671009771965,-0.0340273191755586,0.1487817121674319
-34.405833,19.600556,2013-07-31,14964.0,8714.0,8631.0,7948.5,11536.5,9401.0,0.2684043229497764,-0.063718662952646,0.4025979529995109,-40883.75,-12367.5,0.0047852407033727,1.085865257595759,0.2684043229497764,-0.139379274585812,0.1293371823173142,-0.0047852407033727,2.2182913587165616,-0.1293371823173142,0.2283193104863524
-34.405833,19.600556,2013-08-28,17895.5,9447.0,9357.0,8499.0,13667.0,10610.0,0.3133107054398668,-0.068203203253842,0.4699574358786172,-50531.375,-17879.75,0.0047862156987874,1.1009530533003753,0.3133107054398668,-0.1825733321796306,0.1339722772277223,-0.0047862156987874,2.073256604506585,-0.1339722772277223,0.255582256055848
-34.405833,19.600556,2013-09-25,17895.5,9447.0,9357.0,8499.0,13667.0,10610.0,0.3133107054398668,-0.068203203253842,0.4699574358786172,-50531.375,-17879.75,0.0047862156987874,1.1009530533003753,0.3133107054398668,-0.1825733321796306,0.1339722772277223,-0.0047862156987874,2.073256604506585,-0.1339722772277223,0.255582256055848
-34.405833,19.600556,2013-10-23,17895.5,9447.0,9357.0,8499.0,13667.0,10610.0,0.3133107054398668,-0.068203203253842,0.4699574358786172,-50531.375,-17879.75,0.0047862156987874,1.1009530533003753,0.3133107054398668,-0.1825733321796306,0.1339722772277223,-0.0047862156987874,2.073256604506585,-0.1339722772277223,0.255582256055848
-34.405833,19.600556,2013-11-21,,,,,,,,,,,,,,,,,,,,
-34.405833,19.600556,2014-01-22,15338.0,9898.0,10199.5,8868.0,15454.0,12006.5,0.2012139011257946,0.0290315787362488,0.3018149424387176,-59076.375,-15576.625,-0.0150018659037192,1.150146594497055,0.2012139011257946,-0.2191543073524762,-0.0037672122629254,0.0150018659037192,1.2812936365449703,0.0037672122629254,0.1218343725429241
-34.405833,19.600556,2014-02-12,17724.0,10167.0,10561.0,8912.5,17359.5,13360.0,0.2532437687820391,0.0235350184211008,0.379858938325289,-69941.0,-21635.25,-0.0190081049787725,1.1849649368863822,0.2532437687820391,-0.2612936624707091,0.0103894993372952,0.0190081049787725,1.2569092280966414,-0.0103894993372952,0.1403937717153515
-34.405833,19.600556,2014-03-12,17724.0,10167.0,10561.0,8912.5,17359.5,13360.0,0.2532437687820391,0.0235350184211008,0.379858938325289,-69941.0,-21635.25,-0.0190081049787725,1.1849649368863822,0.2532437687820391,-0.2612936624707091,0.0103894993372952,0.0190081049787725,1.2569092280966414,-0.0103894993372952,0.1403937717153515
-34.405833,19.600556,2014-05-21,14388.0,9514.0,9664.0,8974.5,12286.5,9865.0,0.1964077831365367,-0.0311610354644361,0.2946055503585894,-41815.75,-9718.5,-0.0078214620919803,1.0768287926903886,0.1964077831365367,-0.1271759822022425,0.0787831074621827,0.0078214620919803,2.3320333711802865,-0.0787831074621827,0.1864923926936866
-34.405833,19.600556,2014-06-25,13486.5,9007.0,9124.5,7932.5,10719.0,9320.5,0.1929149528990306,-0.0381823689790971,0.2893660305596697,-35851.0,-8188.375,-0.0064804346027631,1.150267885282053,0.1929149528990306,-0.0867890094291793,0.1143335192414942,0.0064804346027631,1.247604610588322,-0.1143335192414942,0.1826632174332434
-34.405833,19.600556,2014-07-31,14694.0,9036.5,9032.0,8149.0,11885.0,9741.0,0.2386411531653029,-0.0440127970749541,0.3579541862474433,-41855.25,-11563.5,0.0002490522179483,1.1083568536016553,0.2386411531653029,-0.1361518055588742,0.1056849392377436,-0.0002490522179483,1.82186755904496,-0.1056849392377436,0.2027010435850206
-34.405833,19.600556,2014-09-03,15477.0,9820.5,10159.5,8857.0,15152.0,11984.0,0.2074191094728211,0.0196895992587444,0.3111225962476097,-58151.25,-15531.25,-0.0169669669669668,1.1470588235293988,0.2074191094728211,-0.2134948443287607,0.0106108589898461,0.0169669669669668,1.3283787159630145,-0.0106108589898461,0.1271985725210293
-34.405833,19.600556,2014-10-01,15338.0,9898.0,10199.5,8868.0,15454.0,12006.5,0.2012139011257946,0.0290315787362488,0.3018149424387176,-59076.375,-15576.625,-0.0150018659037192,1.150146594497055,0.2012139011257946,-0.2191543073524762,-0.0037672122629254,0.0150018659037192,1.2812936365449703,0.0037672122629254,0.1218343725429241
-34.405833,19.600556,2014-10-29,17831.5,9612.0,9802.0,8561.0,15250.5,11609.0,0.2905712269527917,-0.02604723491107,0.4358489541868697,-58936.625,-19934.25,-0.0097867518285772,1.1449597009694996,0.2905712269527917,-0.2267873303167412,0.0780182576627771,0.0097867518285772,1.6140347350647133,-0.0780182576627771,0.2113585027428195
-34.405833,19.600556,2014-12-03,15477.0,9820.5,10159.5,8857.0,15152.0,11984.0,0.2074191094728211,0.0196895992587444,0.3111225962476097,-58151.25,-15531.25,-0.0169669669669668,1.1470588235293988,0.2074191094728211,-0.2134948443287607,0.0106108589898461,0.0169669669669668,1.3283787159630145,-0.0106108589898461,0.1271985725210293
-34.405833,19.600556,2015-01-28,,,,,,,,,,,,,,,,,,,,
-34.405833,19.600556,2015-02-25,16367.5,9905.0,10494.0,8918.0,16587.0,13312.5,0.2186586750553758,0.0342871874194379,0.3279819075273609,-67429.25,-19079.375,-0.0288739644100199,1.1767212379457146,0.2186586750553758,-0.2522270874226172,-0.0066606988423432,0.0288739644100199,1.179654549106237,0.0066606988423432,0.1029312668463608
-34.405833,19.600556,2015-03-25,15524.0,9689.0,10032.0,8860.0,15793.5,12322.5,0.2149006104241657,0.0287097063304752,0.3223446090035791,-62185.875,-16974.375,-0.0173926271487246,1.1322799097065337,0.2149006104241657,-0.2395565584224458,-0.0086054123094116,0.0173926271487246,1.4816013812452629,0.0086054123094116,0.1149695652954586
-34.405833,19.600556,2015-04-22,,,,,,,,,,,,,,,,,,,,
-34.405833,19.600556,2015-05-20,15692.5,9810.0,9879.0,8643.5,13388.5,11283.0,0.2273429403828472,-0.0224458285630257,0.341007742843734,-49265.375,-13273.75,-0.0035044948956269,1.1429397813385649,0.2273429403828472,-0.1542556630816641,0.0792269866923418,0.0035044948956269,1.433132010353739,-0.0792269866923418,0.1634631424811397
-34.405833,19.600556,2015-07-22,15250.0,8908.0,8870.5,7876.5,10807.0,8920.0,0.2644845670695041,-0.080576581627885,0.3967186269225969,-35938.5,-11169.0,0.0021092893101217,1.1261981844727846,0.2644845670695041,-0.0963225970073543,0.1705108032390522,-0.0021092893101217,1.6966304087657065,-0.1705108032390522,0.2618949110467511
-34.405833,19.600556,2015-08-26,17417.5,9165.5,8967.0,8242.0,12660.5,9986.5,0.3202827417612601,-0.0852665637490217,0.4804150085275707,-45797.25,-16457.875,0.0109471942644422,1.087964086386786,0.3202827417612601,-0.1601301200403181,0.158155462464259,-0.0109471942644422,2.2461591621923103,-0.158155462464259,0.2711647934608077
-34.405833,19.600556,2015-09-30,17066.0,9298.5,9191.5,8510.0,13228.0,10229.0,0.2998952680186602,-0.0657665822837556,0.4498343362022986,-48114.25,-16242.0,0.00578691184424,1.0800822561692,0.2998952680186602,-0.1744389940736458,0.1266917541427341,-0.00578691184424,2.3461148849958007,-0.1266917541427341,0.2504854368932029
-34.405833,19.600556,2015-10-28,,,,,,,,,,,,,,,,,,,,
-34.405833,19.600556,2015-12-02,16562.0,10598.0,11300.0,9552.0,18108.5,14131.5,0.1888593783647972,0.0593363051015353,0.2832839838492587,-73044.125,-19491.625,-0.0320577221664077,1.1829983249581115,0.1888593783647972,-0.2616306411439908,-0.0446056445681485,0.0320577221664077,1.033954256071673,0.0446056445681485,0.0791861469040673
-34.329722,18.990278,2011-02-01,10864.0,8959.0,9581.5,8637.5,12654.0,11808.5,0.0627277396004007,0.0655054268394947,0.0940893084221848,-49969.375,-7194.125,-0.0335751463013401,1.109290882778569,0.0627277396004007,-0.1709619210660243,-0.0761119142784247,0.0335751463013401,0.8974179553564929,0.0761119142784247,-0.0416583967361339
-34.329722,18.990278,2011-03-09,12886.0,9181.0,9571.5,8854.5,13277.5,11681.5,0.147589892018256,0.0248601128068266,0.2213799091637714,-51731.625,-10358.625,-0.0208238901479801,1.0809757750296338,0.147589892018256,-0.1824030990493569,-0.0149635943203317,0.0208238901479801,2.120737091304572,0.0149635943203317,0.0490281876462804
-34.329722,18.990278,2011-07-06,10337.0,8394.5,8702.0,8123.0,11298.5,9973.0,0.0858763590524708,0.0400540814601993,0.1288111557551399,-41626.0,-5837.25,-0.017986137513526,1.0712790840822224,0.0858763590524708,-0.1474635657340164,-0.0444408495297079,0.017986137513526,2.5115207373270345,0.0444408495297079,0.0179222058099457
-34.329722,18.990278,2011-08-31,12886.0,9181.0,9571.5,8854.5,13277.5,11681.5,0.147589892018256,0.0248601128068266,0.2213799091637714,-51731.625,-10358.625,-0.0208238901479801,1.0809757750296338,0.147589892018256,-0.1824030990493569,-0.0149635943203317,0.0208238901479801,2.120737091304572,0.0149635943203317,0.0490281876462804
-34.329722,18.990278,2011-09-28,12886.0,9181.0,9571.5,8854.5,13277.5,11681.5,0.147589892018256,0.0248601128068266,0.2213799091637714,-51731.625,-10358.625,-0.0208238901479801,1.0809757750296338,0.147589892018256,-0.1824030990493569,-0.0149635943203317,0.0208238901479801,2.120737091304572,0.0149635943203317,0.0490281876462804
-34.329722,18.990278,2011-10-25,12886.0,9181.0,9571.5,8854.5,13277.5,11681.5,0.147589892018256,0.0248601128068266,0.2213799091637714,-51731.625,-10358.625,-0.0208238901479801,1.0809757750296338,0.147589892018256,-0.1824030990493569,-0.0149635943203317,0.0208238901479801,2.120737091304572,0.0149635943203317,0.0490281876462804
-34.329722,18.990278,2011-11-24,14009.0,9992.0,10223.0,9128.0,14772.0,12875.5,0.1562396830637167,0.0386021773456327,0.2343546889507882,-58029.875,-12282.375,-0.0114271580509522,1.119960560911469,0.1562396830637167,-0.1930221288967848,-0.026510545151315,0.0114271580509522,1.3741289198606073,0.026510545151315,0.0421618404656956
-34.329722,18.990278,2011-12-22,14009.0,9992.0,10223.0,9128.0,14772.0,12875.5,0.1562396830637167,0.0386021773456327,0.2343546889507882,-58029.875,-12282.375,-0.0114271580509522,1.119960560911469,0.1562396830637167,-0.1930221288967848,-0.026510545151315,0.0114271580509522,1.3741289198606073,0.026510545151315,0.0421618404656956
-34.329722,18.990278,2012-02-08,10031.0,8608.5,8742.5,8357.0,10072.0,9339.5,0.0686339787466372,0.0114642833142933,0.1029482262703733,-34045.375,-2611.125,-0.0077228978156878,1.0461289936579987,0.0686339787466372,-0.0783437274162893,-0.0020394965925483,0.0077228978156878,-16.90944881890651,0.0020394965925483,0.0356986138716087
-34.329722,18.990278,2012-03-07,10031.0,8608.5,8742.5,8357.0,10072.0,9339.5,0.0686339787466372,0.0114642833142933,0.1029482262703733,-34045.375,-2611.125,-0.0077228978156878,1.0461289936579987,0.0686339787466372,-0.0783437274162893,-0.0020394965925483,0.0077228978156878,-16.90944881890651,0.0020394965925483,0.0356986138716087
-34.329722,18.990278,2012-04-04,10031.0,8608.5,8742.5,8357.0,10072.0,9339.5,0.0686339787466372,0.0114642833142933,0.1029482262703733,-34045.375,-2611.125,-0.0077228978156878,1.0461289936579987,0.0686339787466372,-0.0783437274162893,-0.0020394965925483,0.0077228978156878,-16.90944881890651,0.0020394965925483,0.0356986138716087
-34.329722,18.990278,2012-05-03,10031.0,8608.5,8742.5,8357.0,10072.0,9339.5,0.0686339787466372,0.0114642833142933,0.1029482262703733,-34045.375,-2611.125,-0.0077228978156878,1.0461289936579987,0.0686339787466372,-0.0783437274162893,-0.0020394965925483,0.0077228978156878,-16.90944881890651,0.0020394965925483,0.0356986138716087
-34.329722,18.990278,2012-05-24,10031.0,8608.5,8742.5,8357.0,10072.0,9339.5,0.0686339787466372,0.0114642833142933,0.1029482262703733,-34045.375,-2611.125,-0.0077228978156878,1.0461289936579987,0.0686339787466372,-0.0783437274162893,-0.0020394965925483,0.0077228978156878,-16.90944881890651,0.0020394965925483,0.0356986138716087
-34.329722,18.990278,2012-06-21,10031.0,8608.5,8742.5,8357.0,10072.0,9339.5,0.0686339787466372,0.0114642833142933,0.1029482262703733,-34045.375,-2611.125,-0.0077228978156878,1.0461289936579987,0.0686339787466372,-0.0783437274162893,-0.0020394965925483,0.0077228978156878,-16.90944881890651,0.0020394965925483,0.0356986138716087
-34.329722,18.990278,2012-07-19,10031.0,8608.5,8742.5,8357.0,10072.0,9339.5,0.0686339787466372,0.0114642833142933,0.1029482262703733,-34045.375,-2611.125,-0.0077228978156878,1.0461289936579987,0.0686339787466372,-0.0783437274162893,-0.0020394965925483,0.0077228978156878,-16.90944881890651,0.0020394965925483,0.0356986138716087
-34.329722,18.990278,2012-08-16,10031.0,8608.5,8742.5,8357.0,10072.0,9339.5,0.0686339787466372,0.0114642833142933,0.1029482262703733,-34045.375,-2611.125,-0.0077228978156878,1.0461289936579987,0.0686339787466372,-0.0783437274162893,-0.0020394965925483,0.0077228978156878,-16.90944881890651,0.0020394965925483,0.0356986138716087
-34.329722,18.990278,2012-09-13,13654.0,9276.0,9567.5,8618.5,13107.5,11045.5,0.1759791572465165,0.0089548918182323,0.2639630522780111,-49114.625,-11095.125,-0.0154695253005014,1.110111968439971,0.1759791572465165,-0.1711751960149209,0.0204211273658052,0.0154695253005014,1.5910064239828443,-0.0204211273658052,0.1056094252920095
-34.329722,18.990278,2012-10-11,13654.0,9276.0,9567.5,8618.5,13107.5,11045.5,0.1759791572465165,0.0089548918182323,0.2639630522780111,-49114.625,-11095.125,-0.0154695253005014,1.110111968439971,0.1759791572465165,-0.1711751960149209,0.0204211273658052,0.0154695253005014,1.5910064239828443,-0.0204211273658052,0.1056094252920095
-34.329722,18.990278,2012-11-08,10031.0,8608.5,8742.5,8357.0,10072.0,9339.5,0.0686339787466372,0.0114642833142933,0.1029482262703733,-34045.375,-2611.125,-0.0077228978156878,1.0461289936579987,0.0686339787466372,-0.0783437274162893,-0.0020394965925483,0.0077228978156878,-16.90944881890651,0.0020394965925483,0.0356986138716087
-34.329722,18.990278,2012-11-29,13654.0,9276.0,9567.5,8618.5,13107.5,11045.5,0.1759791572465165,0.0089548918182323,0.2639630522780111,-49114.625,-11095.125,-0.0154695253005014,1.110111968439971,0.1759791572465165,-0.1711751960149209,0.0204211273658052,0.0154695253005014,1.5910064239828443,-0.0204211273658052,0.1056094252920095
-34.329722,18.990278,2013-01-17,13654.0,9276.0,9567.5,8618.5,13107.5,11045.5,0.1759791572465165,0.0089548918182323,0.2639630522780111,-49114.625,-11095.125,-0.0154695253005014,1.110111968439971,0.1759791572465165,-0.1711751960149209,0.0204211273658052,0.0154695253005014,1.5910064239828443,-0.0204211273658052,0.1056094252920095
-34.329722,18.990278,2013-02-14,13654.0,9276.0,9567.5,8618.5,13107.5,11045.5,0.1759791572465165,0.0089548918182323,0.2639630522780111,-49114.625,-11095.125,-0.0154695253005014,1.110111968439971,0.1759791572465165,-0.1711751960149209,0.0204211273658052,0.0154695253005014,1.5910064239828443,-0.0204211273658052,0.1056094252920095
-34.329722,18.990278,2013-03-14,13654.0,9276.0,9567.5,8618.5,13107.5,11045.5,0.1759791572465165,0.0089548918182323,0.2639630522780111,-49114.625,-11095.125,-0.0154695253005014,1.110111968439971,0.1759791572465165,-0.1711751960149209,0.0204211273658052,0.0154695253005014,1.5910064239828443,-0.0204211273658052,0.1056094252920095
-34.329722,18.990278,2013-04-11,,,,,,,,,,,,,,,,,,,,
-34.329722,18.990278,2013-05-09,11473.5,8470.0,8633.0,8134.5,10108.0,8721.5,0.1412727227513484,-0.0226081514511459,0.2119038145919321,-33404.5,-5243.125,-0.0095304917265976,1.061282193128022,0.1412727227513484,-0.0881688018085903,0.0632717837036347,0.0095304917265976,3.136940916620513,-0.0632717837036347,0.136271354295617
-34.329722,18.990278,2013-06-06,11473.5,8470.0,8633.0,8134.5,10108.0,8721.5,0.1412727227513484,-0.0226081514511459,0.2119038145919321,-33404.5,-5243.125,-0.0095304917265976,1.061282193128022,0.1412727227513484,-0.0881688018085903,0.0632717837036347,0.0095304917265976,3.136940916620513,-0.0632717837036347,0.136271354295617
-34.329722,18.990278,2013-07-04,12467.5,8805.0,9033.0,8338.5,11731.0,10034.5,0.1597404711518329,-0.0010103439980755,0.2396051346448991,-42415.75,-8455.375,-0.0127817019845273,1.0832883612160331,0.1597404711518329,-0.1424814959096214,0.0304357708122403,0.0127817019845273,2.080128399248935,-0.0304357708122403,0.1081237223357919
-34.329722,18.990278,2013-08-01,13654.0,9276.0,9567.5,8618.5,13107.5,11045.5,0.1759791572465165,0.0089548918182323,0.2639630522780111,-49114.625,-11095.125,-0.0154695253005014,1.110111968439971,0.1759791572465165,-0.1711751960149209,0.0204211273658052,0.0154695253005014,1.5910064239828443,-0.0204211273658052,0.1056094252920095
-34.329722,18.990278,2013-08-29,11473.5,8470.0,8633.0,8134.5,10108.0,8721.5,0.1412727227513484,-0.0226081514511459,0.2119038145919321,-33404.5,-5243.125,-0.0095304917265976,1.061282193128022,0.1412727227513484,-0.0881688018085903,0.0632717837036347,0.0095304917265976,3.136940916620513,-0.0632717837036347,0.136271354295617
-34.329722,18.990278,2013-09-26,,,,,,,,,,,,,,,,,,,,
-34.329722,18.990278,2013-10-24,,,,,,,,,,,,,,,,,,,,
-34.329722,18.990278,2013-11-20,,,,,,,,,,,,,,,,,,,,
-34.329722,18.990278,2014-01-23,14023.5,9694.0,10162.0,9019.0,13566.0,11471.0,0.1596617808190851,0.0146566746132711,0.2394877201686917,-50539.125,-10998.0,-0.0235697018533439,1.1267324537088244,0.1596617808190851,-0.1664660361134988,0.0165823954765399,0.0235697018533439,1.312720968180564,-0.0165823954765399,0.1001196336464723
-34.329722,18.990278,2014-02-13,13788.5,9455.0,9873.5,8650.0,13562.0,11494.0,0.1654551601724276,0.0217334437807908,0.2481774960380338,-51483.625,-11611.75,-0.0216519647153166,1.141445086705189,0.1654551601724276,-0.1784333318851276,0.008281384252573,0.0216519647153166,1.2001103549751555,-0.008281384252573,0.0907544744388407
-34.329722,18.990278,2014-04-10,13686.5,9299.5,9433.0,8541.0,12616.0,10569.0,0.1839788922770813,-0.0040314839700518,0.2759623702422134,-45752.375,-10306.25,-0.0071266515414386,1.1044374195058997,0.1839788922770813,-0.1513312495722198,0.0406995532744034,0.0071266515414386,1.707410083493871,-0.0406995532744034,0.1285275504524742
-34.329722,18.990278,2014-05-22,12050.0,8899.5,9116.5,8281.5,10337.5,9009.0,0.1385916424538769,-0.0220557740885497,0.2078825530306599,-33539.25,-5303.25,-0.0120448490230905,1.100827144840897,0.1385916424538769,-0.0747517804231425,0.0764935790061414,0.0120448490230905,1.5809754783076997,-0.0764935790061414,0.1444038178451011
-34.329722,18.990278,2014-07-31,11896.0,8470.5,8643.0,8113.0,10348.5,8987.0,0.1583816154632642,-0.0260894091101395,0.2375666398889932,-35200.25,-6324.25,-0.0100797615917257,1.0653272525576103,0.1583816154632642,-0.0997927626335081,0.0695677583222816,0.0100797615917257,2.797076526225183,-0.0695677583222816,0.139299909016903
-34.329722,18.990278,2014-09-04,12567.0,9053.0,9038.5,8349.5,11587.0,9872.0,0.1633148966698287,-0.0070049588368398,0.2449666759233535,-40425.75,-7717.0,0.000801481358649,1.0825199113719255,0.1633148966698287,-0.1227713178294567,0.0405729899809553,-0.000801481358649,2.1114834540122764,-0.0405729899809553,0.1201033914167292
-34.329722,18.990278,2014-10-02,13788.5,9455.0,9873.5,8650.0,13562.0,11494.0,0.1654551601724276,0.0217334437807908,0.2481774960380338,-51483.625,-11611.75,-0.0216519647153166,1.141445086705189,0.1654551601724276,-0.1784333318851276,0.008281384252573,0.0216519647153166,1.2001103549751555,-0.008281384252573,0.0907544744388407
-34.329722,18.990278,2014-10-30,14248.0,9491.5,9752.5,8692.5,13364.5,11310.0,0.1873085977375463,0.0038321663138468,0.2809570434565215,-50156.5,-11825.0,-0.0135626688838078,1.1219442047742176,0.1873085977375463,-0.1694522226111298,0.031996378451788,0.0135626688838078,1.4845943000561213,-0.031996378451788,0.1149542217700911
-34.329722,18.990278,2014-12-04,12567.0,9053.0,9038.5,8349.5,11587.0,9872.0,0.1633148966698287,-0.0070049588368398,0.2449666759233535,-40425.75,-7717.0,0.000801481358649,1.0825199113719255,0.1633148966698287,-0.1227713178294567,0.0405729899809553,-0.000801481358649,2.1114834540122764,-0.0405729899809553,0.1201033914167292
-34.329722,18.990278,2015-01-29,14297.0,9347.0,9653.0,8538.0,13290.5,11167.0,0.1939039665970764,0.0023701082385836,0.2908498778731121,-50057.5,-12267.5,-0.0161052631578946,1.1305926446474452,0.1939039665970764,-0.1742020982882378,0.0364839148164928,0.0161052631578946,1.4191419141914017,-0.0364839148164928,0.1229186302230595
-34.329722,18.990278,2015-02-26,14182.5,9295.5,9446.5,8531.0,13318.0,11005.5,0.2004316729442625,0.0011214213465851,0.3006411477178937,-49900.75,-12232.375,-0.0080567708889125,1.1073145000585969,0.2004316729442625,-0.1778804696309718,0.0314357920765075,0.0080567708889125,1.7209302325581146,-0.0314357920765075,0.1261314911862787
-34.329722,18.990278,2015-03-26,13406.0,9224.0,9617.5,8489.0,13171.0,11071.5,0.1645492648815333,0.0199961954636498,0.2468185371785952,-49586.125,-11084.375,-0.0208847490911019,1.1329367416656717,0.1645492648815333,-0.1762446974771146,0.0088422320051171,0.0208847490911019,1.2722479682987269,-0.0088422320051171,0.0953733020120515
-34.329722,18.990278,2015-04-23,,,,,,,,,,,,,,,,,,,,
-34.329722,18.990278,2015-05-21,11647.0,8820.5,8747.5,8115.5,10362.0,9120.0,0.1421706832724502,-0.0167987240172874,0.2132507967639116,-34157.75,-5126.75,0.0041552823315118,1.0778756700141572,0.1421706832724502,-0.0803597028541635,0.0583852060520693,-0.0041552823315118,2.218948496211764,-0.0583852060520693,0.1216834400731924
-34.329722,18.990278,2015-06-25,11647.0,8820.5,8747.5,8115.5,10362.0,9120.0,0.1421706832724502,-0.0167987240172874,0.2132507967639116,-34157.75,-5126.75,0.0041552823315118,1.0778756700141572,0.1421706832724502,-0.0803597028541635,0.0583852060520693,-0.0041552823315118,2.218948496211764,-0.0583852060520693,0.1216834400731924
-34.329722,18.990278,2015-07-23,14234.5,9906.5,10043.0,9106.0,12557.0,10629.0,0.1726495726495719,-0.0161186752429772,0.2589690254551435,-43390.375,-8972.25,-0.0068422767487906,1.1028991873489886,0.1726495726495719,-0.1179914082845499,0.0626131422279452,0.0068422767487906,1.6905299669274552,-0.0626131422279452,0.14501176423271
-34.329722,18.990278,2015-08-27,14234.5,9906.5,10043.0,9106.0,12557.0,10629.0,0.1726495726495719,-0.0161186752429772,0.2589690254551435,-43390.375,-8972.25,-0.0068422767487906,1.1028991873489886,0.1726495726495719,-0.1179914082845499,0.0626131422279452,0.0068422767487906,1.6905299669274552,-0.0626131422279452,0.14501176423271
-34.329722,18.990278,2015-10-01,14372.0,9682.5,9928.5,8929.5,14275.5,12079.5,0.1828563198288093,0.0189978002547073,0.2742788362618811,-55183.625,-12855.375,-0.0125439804191524,1.1118763648580423,0.1828563198288093,-0.1917104933633851,0.0033685312854524,0.0125439804191524,1.5931662543472576,-0.0033685312854524,0.0866680528514447
-34.329722,18.990278,2015-10-29,,,,,,,,,,,,,,,,,,,,
