Latitude,Longitude,Sample Date,pet,aet,ppt,tmax,tmin,q,soil,swe,def,pdsi,vap,vpd,ws,srad
-34.405833,19.600556,2014-12-03,173.0,23.7,23.6,27.0,16.4,1.2000000000000002,7.7000003,0.0,149.3,-2.45,1.8320001,0.89,4.0,318.99948
-34.405833,19.600556,2015-01-28,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.405833,19.600556,2015-02-25,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.405833,19.600556,2015-03-25,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.405833,19.600556,2015-04-22,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.405833,19.600556,2015-05-20,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.405833,19.600556,2015-07-22,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.405833,19.600556,2015-08-26,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.405833,19.600556,2015-09-30,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.405833,19.600556,2015-10-28,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.405833,19.600556,2015-12-02,163.0,18.0,17.0,26.47,15.74,0.9,8.8,0.0,145.0,-3.49,1.7030001,0.93,2.07,323.49838
-34.329722,18.990278,2011-02-01,158.2,27.2,23.5,23.05,13.58,1.2000000000000002,17.9,0.0,131.0,-3.9499998,1.465,0.72999996,4.7599998,319.59616
-34.329722,18.990278,2011-03-09,158.2,27.2,23.5,23.05,13.58,1.2000000000000002,17.9,0.0,131.0,-3.9499998,1.465,0.72999996,4.7599998,319.59616
-34.329722,18.990278,2011-07-06,158.2,27.2,23.5,23.05,13.58,1.2000000000000002,17.9,0.0,131.0,-3.9499998,1.465,0.72999996,4.7599998,319.59616
-34.329722,18.990278,2011-08-31,170.40001,10.900001,8.200000000000001,26.39,16.8,0.4,14.8,0.0,159.5,-4.17,1.8870001,0.79999995,4.97,320.50308
-34.329722,18.990278,2011-09-28,170.40001,10.900001,8.200000000000001,26.39,16.8,0.4,14.8,0.0,159.5,-4.17,1.8870001,0.79999995,4.97,320.50308
-34.329722,18.990278,2011-10-25,170.40001,10.900001,8.200000000000001,26.39,16.8,0.4,14.8,0.0,159.5,-4.17,1.8870001,0.79999995,4.97,320.50308
-34.329722,18.990278,2011-11-24,170.40001,10.900001,8.200000000000001,26.39,16.8,0.4,14.8,0.0,159.5,-4.17,1.8870001,0.79999995,4.97,320.50308
-34.329722,18.990278,2011-12-22,170.40001,10.900001,8.200000000000001,26.39,16.8,0.4,14.8,0.0,159.5,-4.17,1.8870001,0.79999995,4.97,320.50308
-34.329722,18.990278,2012-02-08,163.0,16.7,7.2,25.1,15.71,0.4,23.4,0.0,146.3,-1.68,1.779,0.71999997,5.0499997,323.80377
-34.329722,18.990278,2012-03-07,163.0,16.7,7.2,25.1,15.71,0.4,23.4,0.0,146.3,-1.68,1.779,0.71999997,5.0499997,323.80377
-34.329722,18.990278,2012-04-04,163.0,16.7,7.2,25.1,15.71,0.4,23.4,0.0,146.3,-1.68,1.779,0.71999997,5.0499997,323.80377
-34.329722,18.990278,2012-05-03,163.0,16.7,7.2,25.1,15.71,0.4,23.4,0.0,146.3,-1.68,1.779,0.71999997,5.0499997,323.80377
-34.329722,18.990278,2012-05-24,163.0,16.7,7.2,25.1,15.71,0.4,23.4,0.0,146.3,-1.68,1.779,0.71999997,5.0499997,323.80377
-34.329722,18.990278,2012-06-21,163.0,16.7,7.2,25.1,15.71,0.4,23.4,0.0,146.3,-1.68,1.779,0.71999997,5.0499997,323.80377
-34.329722,18.990278,2012-07-19,164.0,30.9,27.1,25.0,16.01,1.4000000000000001,18.2,0.0,133.1,-1.65,1.807,0.7,5.5,325.7036
-34.329722,18.990278,2012-08-16,164.0,30.9,27.1,25.0,16.01,1.4000000000000001,18.2,0.0,133.1,-1.65,1.807,0.7,5.5,325.7036
-34.329722,18.990278,2012-09-13,164.0,30.9,27.1,25.0,16.01,1.4000000000000001,18.2,0.0,133.1,-1.65,1.807,0.7,5.5,325.7036
-34.329722,18.990278,2012-10-11,164.0,30.9,27.1,25.0,16.01,1.4000000000000001,18.2,0.0,133.1,-1.65,1.807,0.7,5.5,325.7036
-34.329722,18.990278,2012-11-08,164.0,30.9,27.1,25.0,16.01,1.4000000000000001,18.2,0.0,133.1,-1.65,1.807,0.7,5.5,325.7036
-34.329722,18.990278,2012-11-29,164.0,30.9,27.1,25.0,16.01,1.4000000000000001,18.2,0.0,133.1,-1.65,1.807,0.7,5.5,325.7036
-34.329722,18.990278,2013-01-17,164.2,16.7,8.700000000000001,24.8,15.17,0.4,22.1,0.0,147.5,0.95,1.7190001,0.71999997,5.12,327.69806
-34.329722,18.990278,2013-02-14,164.2,16.7,8.700000000000001,24.8,15.17,0.4,22.1,0.0,147.5,0.95,1.7190001,0.71999997,5.12,327.69806
-34.329722,18.990278,2013-03-14,164.2,16.7,8.700000000000001,24.8,15.17,0.4,22.1,0.0,147.5,0.95,1.7190001,0.71999997,5.12,327.69806
-34.329722,18.990278,2013-04-11,164.2,16.7,8.700000000000001,24.8,15.17,0.4,22.1,0.0,147.5,0.95,1.7190001,0.71999997,5.12,327.69806
-34.329722,18.990278,2013-05-09,164.2,16.7,8.700000000000001,24.8,15.17,0.4,22.1,0.0,147.5,0.95,1.7190001,0.71999997,5.12,327.69806
-34.329722,18.990278,2013-06-06,164.2,16.7,8.700000000000001,24.8,15.17,0.4,22.1,0.0,147.5,0.95,1.7190001,0.71999997,5.12,327.69806
-34.329722,18.990278,2013-07-04,164.2,16.7,8.700000000000001,24.8,15.17,0.4,22.1,0.0,147.5,0.95,1.7190001,0.71999997,5.12,327.69806
-34.329722,18.990278,2013-08-01,154.90001,56.9,55.0,25.34,16.859999,2.7,17.5,0.0,98.0,1.43,1.8770001,0.71,4.46,299.3037
-34.329722,18.990278,2013-08-29,154.90001,56.9,55.0,25.34,16.859999,2.7,17.5,0.0,98.0,1.43,1.8770001,0.71,4.46,299.3037
-34.329722,18.990278,2013-09-26,154.90001,56.9,55.0,25.34,16.859999,2.7,17.5,0.0,98.0,1.43,1.8770001,0.71,4.46,299.3037
-34.329722,18.990278,2013-10-24,154.90001,56.9,55.0,25.34,16.859999,2.7,17.5,0.0,98.0,1.43,1.8770001,0.71,4.46,299.3037
-34.329722,18.990278,2013-11-20,154.90001,56.9,55.0,25.34,16.859999,2.7,17.5,0.0,98.0,1.43,1.8770001,0.71,4.46,299.3037
-34.329722,18.990278,2014-01-23,157.6,8.3,3.4000000000000004,24.109999,14.63,0.2,18.0,0.0,149.3,-2.6399999,1.659,0.68,4.91,319.0006
-34.329722,18.990278,2014-02-13,157.6,8.3,3.4000000000000004,24.109999,14.63,0.2,18.0,0.0,149.3,-2.6399999,1.659,0.68,4.91,319.0006
-34.329722,18.990278,2014-04-10,157.6,8.3,3.4000000000000004,24.109999,14.63,0.2,18.0,0.0,149.3,-2.6399999,1.659,0.68,4.91,319.0006
-34.329722,18.990278,2014-05-22,157.6,8.3,3.4000000000000004,24.109999,14.63,0.2,18.0,0.0,149.3,-2.6399999,1.659,0.68,4.91,319.0006
-34.329722,18.990278,2014-07-31,168.3,29.0,27.3,25.789999,16.01,1.4000000000000001,14.900001,0.0,139.3,-2.54,1.812,0.77,5.19,320.70288
-34.329722,18.990278,2014-09-04,168.3,29.0,27.3,25.789999,16.01,1.4000000000000001,14.900001,0.0,139.3,-2.54,1.812,0.77,5.19,320.70288
-34.329722,18.990278,2014-10-02,168.3,29.0,27.3,25.789999,16.01,1.4000000000000001,14.900001,0.0,139.3,-2.54,1.812,0.77,5.19,320.70288
-34.329722,18.990278,2014-10-30,168.3,29.0,27.3,25.789999,16.01,1.4000000000000001,14.900001,0.0,139.3,-2.54,1.812,0.77,5.19,320.70288
-34.329722,18.990278,2014-12-04,168.3,29.0,27.3,25.789999,16.01,1.4000000000000001,14.900001,0.0,139.3,-2.54,1.812,0.77,5.19,320.70288
-34.329722,18.990278,2015-01-29,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-02-26,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-03-26,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-04-23,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-05-21,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-06-25,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-07-23,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-08-27,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-10-01,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-10-29,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.329722,18.990278,2015-12-03,166.40001,22.5,18.900000000000002,25.51,15.53,0.9,17.4,0.0,143.90001,-4.6,1.7140001,0.81,3.83,327.1008
-34.250556,20.9925,2011-01-11,140.2,52.8,51.900000000000006,24.189999,12.67,2.6,12.3,0.0,87.4,2.73,1.4920001,0.76,4.0099998,276.6034
-34.250556,20.9925,2011-02-17,179.40001,18.9,17.6,27.33,15.65,0.9,10.1,0.0,160.5,2.2,1.605,1.11,4.08,306.70386
-34.250556,20.9925,2011-05-25,179.40001,18.9,17.6,27.33,15.65,0.9,10.1,0.0,160.5,2.2,1.605,1.11,4.08,306.70386
-34.250556,20.9925,2011-07-14,186.8,12.1,11.100000000000001,30.519999,18.24,0.6000000000000001,8.6,0.0,174.7,1.52,2.0540001,1.1999999,3.51,313.19904
-34.250556,20.9925,2011-08-11,186.8,12.1,11.100000000000001,30.519999,18.24,0.6000000000000001,8.6,0.0,174.7,1.52,2.0540001,1.1999999,3.51,313.19904
-34.250556,20.9925,2011-09-14,186.8,12.1,11.100000000000001,30.519999,18.24,0.6000000000000001,8.6,0.0,174.7,1.52,2.0540001,1.1999999,3.51,313.19904
-34.250556,20.9925,2011-10-13,186.8,12.1,11.100000000000001,30.519999,18.24,0.6000000000000001,8.6,0.0,174.7,1.52,2.0540001,1.1999999,3.51,313.19904
-34.250556,20.9925,2012-02-17,174.5,14.0,13.100000000000001,28.47,16.89,0.7000000000000001,8.8,0.0,160.5,0.66999996,1.9050001,1.01,4.35,296.00107
-34.250556,20.9925,2012-04-11,174.5,14.0,13.100000000000001,28.47,16.89,0.7000000000000001,8.8,0.0,160.5,0.66999996,1.9050001,1.01,4.35,296.00107
-34.250556,20.9925,2012-06-05,174.5,14.0,13.100000000000001,28.47,16.89,0.7000000000000001,8.8,0.0,160.5,0.66999996,1.9050001,1.01,4.35,296.00107
-34.250556,20.9925,2012-07-11,181.5,21.800001,21.8,29.369999,17.38,1.1,7.6,0.0,159.7,-0.06,1.9790001,1.0699999,3.99,308.20215
-34.250556,20.9925,2012-08-14,181.5,21.800001,21.8,29.369999,17.38,1.1,7.6,0.0,159.7,-0.06,1.9790001,1.0699999,3.99,308.20215
-34.250556,20.9925,2012-10-16,181.5,21.800001,21.8,29.369999,17.38,1.1,7.6,0.0,159.7,-0.06,1.9790001,1.0699999,3.99,308.20215
-34.250556,20.9925,2012-11-16,181.5,21.800001,21.8,29.369999,17.38,1.1,7.6,0.0,159.7,-0.06,1.9790001,1.0699999,3.99,308.20215
-34.250556,20.9925,2012-12-12,181.5,21.800001,21.8,29.369999,17.38,1.1,7.6,0.0,159.7,-0.06,1.9790001,1.0699999,3.99,308.20215
-34.250556,20.9925,2013-01-11,147.6,38.3,40.1,25.84,14.67,2.0,3.4,0.0,109.3,-1.12,1.6620001,0.84999996,4.21,277.5005
-34.250556,20.9925,2013-02-20,177.3,9.900001,10.3,28.17,16.529999,0.5,3.3,0.0,167.40001,-1.55,1.8470001,1.02,4.27,305.7031
-34.250556,20.9925,2013-03-13,177.3,9.900001,10.3,28.17,16.529999,0.5,3.3,0.0,167.40001,-1.55,1.8470001,1.02,4.27,305.7031
-34.250556,20.9925,2013-04-17,177.3,9.900001,10.3,28.17,16.529999,0.5,3.3,0.0,167.40001,-1.55,1.8470001,1.02,4.27,305.7031
-34.250556,20.9925,2013-05-21,177.3,9.900001,10.3,28.17,16.529999,0.5,3.3,0.0,167.40001,-1.55,1.8470001,1.02,4.27,305.7031
-34.250556,20.9925,2013-06-20,177.3,9.900001,10.3,28.17,16.529999,0.5,3.3,0.0,167.40001,-1.55,1.8470001,1.02,4.27,305.7031
-34.250556,20.9925,2013-08-21,168.1,49.3,51.7,29.67,18.33,2.6,3.1000001,0.0,118.8,1.03,2.065,1.09,3.1699998,284.0013
-34.250556,20.9925,2013-09-19,168.1,49.3,51.7,29.67,18.33,2.6,3.1000001,0.0,118.8,1.03,2.065,1.09,3.1699998,284.0013
-34.250556,20.9925,2013-10-17,168.1,49.3,51.7,29.67,18.33,2.6,3.1000001,0.0,118.8,1.03,2.065,1.09,3.1699998,284.0013
-34.250556,20.9925,2013-11-20,168.1,49.3,51.7,29.67,18.33,2.6,3.1000001,0.0,118.8,1.03,2.065,1.09,3.1699998,284.0013
-34.250556,20.9925,2013-12-05,168.1,49.3,51.7,29.67,18.33,2.6,3.1000001,0.0,118.8,1.03,2.065,1.09,3.1699998,284.0013
-34.250556,20.9925,2014-04-15,174.6,8.6,9.0,28.07,16.09,0.4,2.0,0.0,166.0,-2.83,1.794,1.03,4.24,298.09995
-34.250556,20.9925,2014-05-20,174.6,8.6,9.0,28.07,16.09,0.4,2.0,0.0,166.0,-2.83,1.794,1.03,4.24,298.09995
-34.250556,20.9925,2014-06-19,174.6,8.6,9.0,28.07,16.09,0.4,2.0,0.0,166.0,-2.83,1.794,1.03,4.24,298.09995
-34.250556,20.9925,2014-07-15,188.3,15.8,16.6,30.269999,17.34,0.8,1.9,0.0,172.5,-2.85,1.9900001,1.17,3.8999999,311.50128
-34.250556,20.9925,2014-09-25,188.3,15.8,16.6,30.269999,17.34,0.8,1.9,0.0,172.5,-2.85,1.9900001,1.17,3.8999999,311.50128
-34.250556,20.9925,2014-10-22,188.3,15.8,16.6,30.269999,17.34,0.8,1.9,0.0,172.5,-2.85,1.9900001,1.17,3.8999999,311.50128
-34.250556,20.9925,2014-11-26,188.3,15.8,16.6,30.269999,17.34,0.8,1.9,0.0,172.5,-2.85,1.9900001,1.17,3.8999999,311.50128
-34.250556,20.9925,2014-12-18,188.3,15.8,16.6,30.269999,17.34,0.8,1.9,0.0,172.5,-2.85,1.9900001,1.17,3.8999999,311.50128
-34.250556,20.9925,2015-02-19,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.250556,20.9925,2015-03-12,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.250556,20.9925,2015-04-16,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.250556,20.9925,2015-05-21,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.250556,20.9925,2015-06-18,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.250556,20.9925,2015-07-22,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.250556,20.9925,2015-09-16,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.250556,20.9925,2015-10-21,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.250556,20.9925,2015-11-18,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.250556,20.9925,2015-12-11,180.8,14.0,14.0,29.32,17.13,0.7000000000000001,6.1,0.0,166.8,-2.1699998,1.8730001,1.16,3.4399998,311.59906
-34.092222,21.295278,2011-01-26,173.1,16.9,16.6,27.42,14.95,0.8,5.4,0.0,156.2,2.04,1.516,1.17,2.98,307.29672
-34.092222,21.295278,2011-05-24,173.1,16.9,16.6,27.42,14.95,0.8,5.4,0.0,156.2,2.04,1.516,1.17,2.98,307.29672
-34.092222,21.295278,2011-06-22,173.1,16.9,16.6,27.42,14.95,0.8,5.4,0.0,156.2,2.04,1.516,1.17,2.98,307.29672
-34.092222,21.295278,2011-07-20,181.40001,12.7,12.600000000000001,30.72,17.33,0.6000000000000001,4.6,0.0,168.7,1.41,1.9650002,1.25,2.6299999,313.19904
-34.092222,21.295278,2011-08-17,181.40001,12.7,12.600000000000001,30.72,17.33,0.6000000000000001,4.6,0.0,168.7,1.41,1.9650002,1.25,2.6299999,313.19904
-34.092222,21.295278,2011-09-27,181.40001,12.7,12.600000000000001,30.72,17.33,0.6000000000000001,4.6,0.0,168.7,1.41,1.9650002,1.25,2.6299999,313.19904
-34.092222,21.295278,2011-10-25,181.40001,12.7,12.600000000000001,30.72,17.33,0.6000000000000001,4.6,0.0,168.7,1.41,1.9650002,1.25,2.6299999,313.19904
-34.092222,21.295278,2011-11-29,181.40001,12.7,12.600000000000001,30.72,17.33,0.6000000000000001,4.6,0.0,168.7,1.41,1.9650002,1.25,2.6299999,313.19904
-34.092222,21.295278,2012-04-18,167.0,14.400001,14.3,28.38,16.029999,0.7000000000000001,4.7000003,0.0,152.6,0.59999996,1.797,1.06,3.1299999,291.4994
-34.092222,21.295278,2012-05-16,167.0,14.400001,14.3,28.38,16.029999,0.7000000000000001,4.7000003,0.0,152.6,0.59999996,1.797,1.06,3.1299999,291.4994
-34.092222,21.295278,2012-06-12,167.0,14.400001,14.3,28.38,16.029999,0.7000000000000001,4.7000003,0.0,152.6,0.59999996,1.797,1.06,3.1299999,291.4994
-34.092222,21.295278,2012-07-05,167.0,14.400001,14.3,28.38,16.029999,0.7000000000000001,4.7000003,0.0,152.6,0.59999996,1.797,1.06,3.1299999,291.4994
-34.092222,21.295278,2012-10-03,179.0,22.4,22.900000000000002,29.63,16.529999,1.1,4.1,0.0,156.6,-0.06,1.8900001,1.14,3.1599998,308.8029
-34.092222,21.295278,2012-11-06,179.0,22.4,22.900000000000002,29.63,16.529999,1.1,4.1,0.0,156.6,-0.06,1.8900001,1.14,3.1599998,308.8029
-34.092222,21.295278,2012-12-04,179.0,22.4,22.900000000000002,29.63,16.529999,1.1,4.1,0.0,156.6,-0.06,1.8900001,1.14,3.1599998,308.8029
-34.092222,21.295278,2013-02-28,172.2,10.5,10.9,28.099998,15.759999,0.5,1.8000001,0.0,161.7,-1.5699999,1.7450001,1.06,3.1599998,305.50284
-34.092222,21.295278,2013-04-10,172.2,10.5,10.9,28.099998,15.759999,0.5,1.8000001,0.0,161.7,-1.5699999,1.7450001,1.06,3.1599998,305.50284
-34.092222,21.295278,2013-05-15,172.2,10.5,10.9,28.099998,15.759999,0.5,1.8000001,0.0,161.7,-1.5699999,1.7450001,1.06,3.1599998,305.50284
-34.092222,21.295278,2013-06-12,172.2,10.5,10.9,28.099998,15.759999,0.5,1.8000001,0.0,161.7,-1.5699999,1.7450001,1.06,3.1599998,305.50284
-34.092222,21.295278,2013-07-10,163.8,53.0,55.7,29.89,17.47,2.8000000000000003,1.7,0.0,110.8,1.28,1.973,1.15,2.3799999,284.1992
-34.092222,21.295278,2013-08-14,163.8,53.0,55.7,29.89,17.47,2.8000000000000003,1.7,0.0,110.8,1.28,1.973,1.15,2.3799999,284.1992
-34.092222,21.295278,2013-09-11,163.8,53.0,55.7,29.89,17.47,2.8000000000000003,1.7,0.0,110.8,1.28,1.973,1.15,2.3799999,284.1992
-34.092222,21.295278,2013-10-08,163.8,53.0,55.7,29.89,17.47,2.8000000000000003,1.7,0.0,110.8,1.28,1.973,1.15,2.3799999,284.1992
-34.092222,21.295278,2013-11-05,163.8,53.0,55.7,29.89,17.47,2.8000000000000003,1.7,0.0,110.8,1.28,1.973,1.15,2.3799999,284.1992
-34.092222,21.295278,2013-12-05,163.8,53.0,55.7,29.89,17.47,2.8000000000000003,1.7,0.0,110.8,1.28,1.973,1.15,2.3799999,284.1992
-34.092222,21.295278,2014-01-07,55.600002,18.2,19.1,20.13,5.35,1.0,1.3000001,0.0,37.4,-1.43,1.011,0.62,2.4199998,121.100006
-34.092222,21.295278,2014-03-11,168.8,10.900001,11.5,28.039999,15.23,0.6000000000000001,1.1,0.0,157.90001,-2.4199998,1.697,1.0799999,3.11,298.001
-34.092222,21.295278,2014-04-10,168.8,10.900001,11.5,28.039999,15.23,0.6000000000000001,1.1,0.0,157.90001,-2.4199998,1.697,1.0799999,3.11,298.001
